mach,planform_area,angle_of_attack,lift,induced_drag,parasitic_drag,wave_drag,total_drag,lift_over_drag
0.9,1,19.0,0.66258644169,0.055352555068,0.008585361080077425,0.07069395329310796,0.13463186944118538,4.921468033090444
0.9,1,20.0,0.667376404788,0.053852076997,0.008585361080077425,0.07125152032737789,0.13368895840445533,4.99200841081397
0.95,1,-5.0,-0.239215240434,0.008167397285,0.008511407705203155,0.034354641248852756,0.05103344623905591,-4.687420859517195
0.95,1,-4.0,-0.191639693911,0.005237352295,0.008511407705203155,0.03768296442497221,0.051431724425175365,-3.7260989409329253
0.95,1,-3.0,-0.143882025007,0.002950277079,0.008511407705203155,0.041261575822608296,0.05272326060681145,-2.729004681254701
0.95,1,-2.0,-0.095991644247,0.001312534064,0.008511407705203155,0.04510021145317122,0.05492415322237437,-1.747712775076449
0.95,1,-1.0,-0.048015109067,0.000328297965,0.008511407705203155,0.04920827141150275,0.05804797708170591,-0.8271624866343911
0.95,1,0.0,0.0,0.0,0.008511407705203155,0.05359442107276271,0.06210582877796586,0.0
0.95,1,1.0,0.048005900656,0.000328134585,0.008511407705203155,0.058266529124446007,0.06710607141464917,0.7153734325970448
0.95,1,2.0,0.095953949634,0.001311134189,0.008511407705203155,0.06323147209661927,0.07305401399082243,1.3134658096412668
0.95,1,3.0,0.143797867558,0.002945742174,0.008511407705203155,0.0684953501752979,0.07995250005450105,1.7985412271033128
0.95,1,4.0,0.191490130516,0.005226684241,0.008511407705203155,0.07406300977763279,0.08780110172383594,2.18095361853546
0.95,1,5.0,0.238982966881,0.008146514882,0.008511407705203155,0.07993800721324335,0.0965959298004465,2.474047999483052
0.95,1,6.0,0.286229830358,0.011696560451,0.008511407705203155,0.08612267641497708,0.10633064457118023,2.6918846538769077
